"","ID","size_class","Species","Season","Year","Slough","Site","Habitat","Length","Wet_Weight","Sex","Amphipoda","Araneae","Argulus","Belo/Naucor","Centrarchid","Chironomid","Cladocera","Coleoptera","Collembola","Copepoda","Cyprinodontid","Detritus","Diptera","Empty","Ephemeroptera","Green Algae","Hemiptera","Hydrachnidia","Hymenoptera","Misc","Misc Fish","Misc Invert","Mollusca","Odonata","Oligochaeta","Ostracoda","Palaemonetes","Periphyton","Procambarus","Trichoptera","Vasc Plant"
"423","GH364","G.hol2","GAMHOL","Wet",2018,"TSL","AHMDB","Marsh",24.97,0.283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","GH365","G.hol2","GAMHOL","Wet",2018,"TSL","AHMDB","Marsh",22.34,0.197,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","GH366","G.hol2","GAMHOL","Wet",2018,"TSL","AHMDB","Marsh",17.51,0.117,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"426","GH367","G.hol2","GAMHOL","Wet",2018,"TSL","AHMDB","Marsh",23.42,0.204,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"427","GH368","G.hol2","GAMHOL","Wet",2018,"TSL","AHMDB","Marsh",18.45,0.09,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","GH369","G.hol1","GAMHOL","Wet",2018,"TSL","AHMDB","Marsh",14.18,0.042,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","GH37","G.hol1","GAMHOL","Dry",2019,"TSL","AH05","Pond",13.32,0.049,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","GH371","G.hol1","GAMHOL","Wet",2018,"TSL","AHMDB","Marsh",12.81,0.035,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"431","GH372","G.hol1","GAMHOL","Wet",2018,"TSL","AHMDB","Marsh",7.69,0.007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","GH373","G.hol1","GAMHOL","Wet",2018,"TSL","AHMDB","Marsh",8.61,0.013,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","GH374","G.hol1","GAMHOL","Wet",2018,"TSL","AHMDB","Marsh",10.2,0.018,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","GH375","G.hol1","GAMHOL","Wet",2018,"TSL","AHMDB","NP",10.52,0.02,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"435","GH377","G.hol1","GAMHOL","Wet",2018,"TSL","AHMDB","Pond",15.72,0.074,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","GH38","G.hol1","GAMHOL","Dry",2019,"TSL","AH05","Pond",16.01,0.078,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","GH382","G.hol2","GAMHOL","Wet",2018,"TSL","AHMDB","Pond",29.12,0.506,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","GH384","G.hol2","GAMHOL","Wet",2018,"TSL","AHMDB","Pond",20.43,0.162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"439","GH388","G.hol1","GAMHOL","Wet",2018,"TSL","AHMDB","Pond",16.74,0.087,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"440","GH400","G.hol2","GAMHOL","Wet",2018,"TSL","AH02","Pond",26.88,0.384,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","GH404","G.hol2","GAMHOL","Wet",2018,"TSL","AH02","Pond",23.14,0.281,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","GH408","G.hol2","GAMHOL","Wet",2018,"TSL","AH02","Pond",18.85,0.103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"443","GH411","G.hol1","GAMHOL","Wet",2018,"TSL","AH02","Pond",16.24,0.061,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","GH412","G.hol1","GAMHOL","Wet",2018,"TSL","AH02","Pond",16.69,0.072,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","GH413","G.hol1","GAMHOL","Wet",2018,"TSL","AH02","Pond",16.48,0.074,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"446","GH414","G.hol1","GAMHOL","Wet",2018,"TSL","AH02","Pond",13.5,0.038,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"447","GH415","G.hol1","GAMHOL","Wet",2018,"TSL","AH02","Pond",10.92,0.029,3,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","GH416","G.hol2","GAMHOL","Wet",2018,"TSL","AH02","Marsh",21.22,0.146,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","GH417","G.hol1","GAMHOL","Wet",2018,"TSL","AH02","Marsh",10.26,0.014,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"450","GH423","G.hol1","GAMHOL","Wet",2018,"SRS","CPB","Pond",10.12,0.01,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","GH427","G.hol1","GAMHOL","Wet",2018,"SRS","CPB","Pond",16.12,0.074,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","GH431","G.hol2","GAMHOL","Wet",2018,"SRS","CPB","Pond",20.16,0.152,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"453","GH432","G.hol2","GAMHOL","Wet",2018,"SRS","CPB","Pond",18.72,0.134,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"454","GH433","G.hol1","GAMHOL","Wet",2018,"SRS","CPB","Pond",16.59,0.104,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","GH438","G.hol1","GAMHOL","Wet",2018,"SRS","CPB","Pond",15.77,0.093,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","GH442","G.hol1","GAMHOL","Wet",2018,"SRS","CPB","Pond",13.52,0.058,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","GH444","G.hol1","GAMHOL","Wet",2018,"SRS","CPB","Pond",12.16,0.041,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","GH445","G.hol1","GAMHOL","Wet",2018,"SRS","CPB","Pond",13.31,0.044,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"459","GH447","G.hol2","GAMHOL","Wet",2018,"SRS","CPB","Pond",18.15,0.084,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"460","GH449","G.hol1","GAMHOL","Wet",2018,"SRS","CPB","Pond",16.58,0.077,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"461","GH452","G.hol2","GAMHOL","Wet",2018,"SRS","CPB","Pond",19.14,0.107,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"462","GH455","G.hol2","GAMHOL","Wet",2018,"SRS","CPB","Pond",18.89,0.094,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"463","GH46","G.hol2","GAMHOL","Dry",2019,"TSL","AH05","Pond",24.41,0.34,2,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"464","GH460","G.hol2","GAMHOL","Wet",2018,"SRS","CPB","Pond",19.69,0.114,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"465","GH461","G.hol2","GAMHOL","Wet",2018,"SRS","CPB","Pond",30.38,0.447,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"466","GH47","G.hol1","GAMHOL","Dry",2019,"TSL","AH03","Pond",14.07,0.045,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","GH478","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Pond",14.24,0.047,3,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","GH479","G.hol2","GAMHOL","Wet",2018,"SRS","AHWG16","Pond",20.11,0.137,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"469","GH48","G.hol2","GAMHOL","Dry",2019,"TSL","AH03","Pond",17.25,0.082,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"470","GH480","G.hol2","GAMHOL","Wet",2018,"SRS","AHWG16","Pond",18.1,0.126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"471","GH486","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Pond",15.15,0.062,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"472","GH488","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Pond",15.45,0.054,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"473","GH49","G.hol2","GAMHOL","Dry",2019,"TSL","AH03","Pond",17.16,0.081,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","GH492","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Pond",15.07,0.059,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
"475","GH494","G.hol2","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",19.37,0.145,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476","GH496","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",13.38,0.04,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","GH497","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",16.59,0.097,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","GH498","G.hol2","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",17.38,0.106,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","GH499","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",14.62,0.06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"480","GH50","G.hol1","GAMHOL","Dry",2019,"TSL","AH03","Pond",15.56,0.074,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"481","GH500","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",12.1,0.023,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","GH501","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",9.98,0.019,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","GH502","G.hol2","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",21.05,0.19,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"484","GH503","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",11.29,0.026,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","GH504","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",16.47,0.109,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","GH505","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",10.63,0.029,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","GH506","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",14.94,0.073,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"488","GH507","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","Marsh",11.64,0.036,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","GH51","G.hol2","GAMHOL","Dry",2019,"TSL","AH03","Pond",19.24,0.139,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","GH511","G.hol2","GAMHOL","Wet",2018,"SRS","AHWG16","NP",26.8,0.356,2,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","GH512","G.hol2","GAMHOL","Wet",2018,"SRS","AHWG16","NP",18.73,0.107,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","GH513","G.hol1","GAMHOL","Wet",2018,"SRS","AHWG16","NP",16.05,0.069,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"493","GH519","G.hol2","GAMHOL","Wet",2018,"SRS","AH11","Marsh",17.66,0.117,2,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","GH52","G.hol2","GAMHOL","Dry",2019,"TSL","AH03","Pond",18.5,0.116,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"495","GH53","G.hol1","GAMHOL","Dry",2019,"TSL","AH03","Pond",10.37,0.019,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","GH531","G.hol1","GAMHOL","Wet",2018,"SRS","LJB","Pond",11.41,0.18,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","GH535","G.hol2","GAMHOL","Wet",2018,"SRS","LJB","Pond",20.35,0.169,2,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","GH54","G.hol1","GAMHOL","Dry",2019,"TSL","AH03","Pond",12.78,0.041,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","GH540","G.hol1","GAMHOL","Wet",2018,"SRS","LJB","Pond",14.45,0.055,3,0,1,0,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","GH543","G.hol1","GAMHOL","Wet",2018,"SRS","LJB","Pond",10.47,0.018,3,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","GH546","G.hol2","GAMHOL","Wet",2018,"SRS","LJB","Pond",23.05,0.239,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"502","GH548","G.hol2","GAMHOL","Wet",2018,"SRS","LJB","Pond",18.53,0.081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"503","GH55","G.hol1","GAMHOL","Dry",2019,"TSL","AH03","Pond",15.66,0.077,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","GH551","G.hol2","GAMHOL","Wet",2018,"SRS","LJB","Pond",25.54,0.331,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"505","GH552","G.hol2","GAMHOL","Wet",2018,"SRS","LJB","Pond",24.35,0.236,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","GH556","G.hol2","GAMHOL","Wet",2018,"SRS","LJB","Pond",18.24,0.114,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"507","GH56","G.hol1","GAMHOL","Dry",2019,"TSL","AH03","Pond",16.16,0.071,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508","GH561","G.hol1","GAMHOL","Wet",2018,"SRS","LJB","Pond",16.13,0.067,3,0,0,0,0,0,0,4,0,2,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","GH563","G.hol1","GAMHOL","Wet",2018,"SRS","LJB","Pond",12.68,0.034,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
"510","GH57","G.hol1","GAMHOL","Dry",2019,"TSL","AH03","Pond",10.44,0.026,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"511","GH571","G.hol1","GAMHOL","Wet",2018,"SRS","LJB","Pond",7.63,0.003,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"512","GH573","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",30.28,0.522,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"513","GH574","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",24.72,0.292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514","GH575","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",20.55,0.193,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515","GH576","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",25.63,0.35,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","GH577","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",19.16,0.139,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"517","GH578","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",20.84,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","GH579","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",21.97,0.207,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","GH58","G.hol1","GAMHOL","Dry",2019,"TSL","AH03","Pond",12.73,0.038,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","GH580","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",26.79,0.369,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","GH581","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",18.75,0.096,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","GH583","G.hol1","GAMHOL","Dry",2019,"SRS","AH13","Pond",16.58,0.088,3,0,0,0,0,0,0,0,0,37,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","GH584","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",20.13,0.183,2,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524","GH585","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",22.33,0.272,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"525","GH586","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",25.27,0.381,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"526","GH587","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",18.24,0.115,1,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527","GH588","G.hol1","GAMHOL","Dry",2019,"SRS","AH13","Pond",7.7,0.011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"528","GH589","G.hol1","GAMHOL","Dry",2019,"SRS","AH13","Pond",6.67,0.008,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","GH59","G.hol1","GAMHOL","Dry",2019,"TSL","AH02","Pond",13.69,0.049,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"530","GH590","G.hol1","GAMHOL","Dry",2019,"SRS","AH13","Pond",7.51,0.011,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","GH592","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",30.91,0.582,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532","GH593","G.hol2","GAMHOL","Dry",2019,"SRS","AH13","Pond",27.98,0.434,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"533","GH594","G.hol1","GAMHOL","Dry",2019,"SRS","AH13","Marsh",8.37,0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"534","GH595","G.hol1","GAMHOL","Dry",2019,"SRS","AH13","Marsh",7.5,0.009,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","GH60","G.hol1","GAMHOL","Dry",2019,"TSL","AH02","Pond",15.8,0.06,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"536","GH62","G.hol1","GAMHOL","Dry",2019,"TSL","AH05","Pond",9.46,0.015,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"537","GH631","G.hol1","GAMHOL","Dry",2019,"SRS","AH11","Pond",7.95,0.012,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"538","GH632","G.hol1","GAMHOL","Dry",2019,"SRS","AH11","Pond",13.55,0.049,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","GH633","G.hol1","GAMHOL","Dry",2019,"SRS","AH11","Pond",15.24,0.07,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","GH634","G.hol1","GAMHOL","Dry",2019,"SRS","AH11","Pond",16.71,0.082,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"541","GH635","G.hol2","GAMHOL","Dry",2019,"SRS","AH11","Pond",17.62,0.109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","GH636","G.hol1","GAMHOL","Dry",2019,"SRS","AH11","Pond",16.59,0.094,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","GH637","G.hol2","GAMHOL","Dry",2019,"SRS","AH11","Pond",17.03,0.107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
