"ID","Species","Sample_Type","Season","Month","Day","Year","Slough","Site","Habitat","Method","Throw","Length","Wet_Weight","Sex","Stomach_Kept","Comments","Freezer","Tube_Weight","Total_Mass","Sorted","neg_80_freezer","Freeze_Dried","Dried","Crushed","Isotope","Decarb","Entered_by","Checked_by","Count","size_class"
"PP748","PALPAL","invert","Wet","11","18",2018,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"PP749","PALPAL","invert","Wet","11","18",2018,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"PP750","PALPAL","invert","Wet","11","19",2018,"SRS","AH13","Pond","TT","3",NA,0.283,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",3,NA
"PP751","PALPAL","invert","Wet","11","19",2018,"SRS","AH13","Pond","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"PP752","PALPAL","invert","Wet","11","19",2018,"SRS","AH13","Pond","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"P38","PANHEM","om","Wet","11","19",2018,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","N",5.568,"7.667","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"P32","PASGEM","om","Wet","11","19",2018,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","N",5.418,"6.71","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"PF64","PELFEM","invert","Wet","11","18",2018,"SRS","AH13","Pond","TT","2",NA,0.048,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",2,NA
"PF65","PELFEM","invert","Wet","11","18",2018,"SRS","AH13","Pond","TT","2",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"PR15","PEREPI","om","Wet","11","19",2018,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"PL05","POELAT","vert","Wet","11","16",2018,"SRS","AH13","Pond","FR",NA,27.29,0.456,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"P.lat2"
"P37","PONCOR","om","Wet","11","19",2018,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",5.455,"7.631","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"PA02","PROALL","cray","Wet","11","16",2018,"SRS","AH13","Pond","TT","2",18.22,0.96,2,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N",NA,"",NA,NA
"PA04","PROALL","cray","Wet","11","19",2018,"SRS","AH13","Pond","TT","1",5.26,0.014,2,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N",NA,"",NA,NA
"PFa18","PROFAL","cray","Wet","11","18",2018,"SRS","AH13","Pond","TT","2",19.08,1.075,2,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N",NA,"",NA,NA
"PFa19","PROFAL","cray","Wet","11","19",2018,"SRS","AH13","Pond","TT","3",8.4,0.085,1,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N",NA,"",NA,NA
"P33","SAGLAN","om","Wet","11","19",2018,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,""," Y",5.467,"8.817","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"Mi373","SNAIL","zooplankton","Wet","12","15",2018,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,1,NA
"SP35","SPIDER","invert","Wet","11","18",2018,"SRS","AH13","Pond","TT","1",NA,0.006,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",1,NA
"SP36","SPIDER","invert","Wet","11","18",2018,"SRS","AH13","Pond","TT","1",NA,0.011,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",1,NA
"SP37","SPIDER","invert","Wet","11","19",2018,"SRS","AH13","Pond","TT","3",NA,0.02,NA,NA,"SAME AS SP4",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",1,NA
"P141","UTRFOL","om","Wet","11","19",2018,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",5.151,"20.222","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"CL01","CLABAT","vert","Wet","12","6",2018,"SRS","AH8C","Pond","EFISH",NA,201,99.89,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"C.bat1"
"LP27","LEPPLA","vert","Wet","12","6",2018,"SRS","AH8C","Pond","EFISH",NA,463,700,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"L.pla2"
"LL29","LEPGUL","vert","Wet","12","6",2018,"SRS","AHA6","Pond","EFISH",NA,127.99,106.328,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.gul4"
"LP28","LEPPLA","vert","Wet","12","6",2018,"SRS","AHA6","Pond","EFISH",NA,490,750,NA,"Y","Eggs in 2 vials",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"L.pla2"
"MS20","MACSIA","vert","Wet","12","6",2018,"SRS","AHA6","Pond","EFISH",NA,165,24.697,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"M.sia1"
"MS21","MACSIA","vert","Wet","12","6",2018,"SRS","AHA6","Pond","EFISH",NA,225,49.953,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"M.sia1"
"BB14","BELBEL","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,61.53,3.101,1,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"B.bel1"
"EU08","ERISUC","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,77.78,10.201,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"E.suc1"
"EU09","ERISUC","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,89.87,16.753,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"E.suc1"
"EU10","ERISUC","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,120.97,41.744,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"E.suc2"
"EU11","ERISUC","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,128.76,58.291,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"E.suc2"
"LL49","LEPGUL","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,110.1,60.339,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"L.gul3"
"LL50","LEPGUL","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,125.26,90.806,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"L.gul4"
"LMa36","LEPMAC","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,59.59,6.541,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"L.mac1"
"LMi14","LEPMIC","vert","Wet","12","6",2018,"SRS","AHCFPB","Pond","FT",NA,122,50,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mic2"
"LMi18","LEPMIC","vert","Wet","12","7",2018,"SRS","AHCFPB","Pond","FT",NA,105.52,43.886,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mic2"
"LMi19","LEPMIC","vert","Wet","12","7",2018,"SRS","AHCFPB","Pond","FT",NA,87.44,28.31,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mic1"
"LMi20","LEPMIC","vert","Wet","12","7",2018,"SRS","AHCFPB","Pond","FT",NA,101.87,40.508,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mic2"
"LP31","LEPPLA","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,105,38.038,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.pla1"
"LP32","LEPPLA","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,118,45.318,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.pla1"
"LP33","LEPPLA","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,140,66.247,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.pla1"
"LP34","LEPPLA","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,200,120,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.pla1"
"LP35","LEPPLA","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,280,100,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.pla1"
"LP36","LEPPLA","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,283,120,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.pla1"
"LP37","LEPPLA","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,300,200,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.pla1"
"LPu17","LEPPUN","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,61.42,8.672,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"L.pun2"
"LPu18","LEPPUN","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,70.51,13.299,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"L.pun2"
"MS31","MACSIA","vert","Wet","11","15",2018,"SRS","AHCFPB","Pond","EFISH",NA,170,23.302,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","VG",NA,"M.sia1"
"LP25","LEPPLA","vert","Wet","12","6",2018,"SRS","AHRC","Pond","EFISH",NA,430,500,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"L.pla1"
"MC22","MICSAL","vert","Wet","12","7",2018,"SRS","AHRC","Pond","EFISH",NA,249,350,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"M.sal1"
"MC23","MICSAL","vert","Wet","12","8",2018,"SRS","AHRC","Pond","EFISH",NA,230,400,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"M.sal1"
"MC24","MICSAL","vert","Wet","12","9",2018,"SRS","AHRC","Pond","EFISH",NA,220,230,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"M.sal1"
"LL27","LEPGUL","vert","Wet","12","6",2018,"SRS","AHRL","Pond","EFISH",NA,122.48,90.525,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.gul4"
"LMa24","LEPMAC","vert","Wet","12","6",2018,"SRS","AHRL","Pond","EFISH",NA,91.74,27.975,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.mac1"
"LMa25","LEPMAC","vert","Wet","12","6",2018,"SRS","AHRL","Pond","EFISH",NA,107.75,43.651,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.mac1"
"LMi27","LEPMIC","vert","Wet","12","6",2018,"SRS","AHRL","Pond","FT",NA,108.96,49.603,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.mic2"
"LPu13","LEPPUN","vert","Wet","12","6",2018,"SRS","AHRL","Pond","EFISH",NA,63.28,10.787,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.pun2"
"LPu14","LEPPUN","vert","Wet","12","6",2018,"SRS","AHRL","Pond","EFISH",NA,94.49,34.992,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.pun3"
"MS10","MACSIA","vert","Wet","12","6",2018,"SRS","AHRL","Pond","EFISH",NA,175.5,22.65,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"M.sia1"
"EU12","ERISUC","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,99.23,22.552,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"E.suc1"
"EU13","ERISUC","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,117.46,40.112,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"E.suc2"
"LL51","LEPGUL","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,114.52,73.037,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.gul3"
"LMa18","LEPMAC","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,92.16,26.43,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mac1"
"LMa19","LEPMAC","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,64.47,9.809,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mac1"
"LMa20","LEPMAC","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,58.2,6.205,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mac1"
"LMa32","LEPMAC","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,61.21,7.909,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.mac1"
"LMi15","LEPMIC","vert","Wet","12","6",2018,"SRS","AHSC","Pond","FT",NA,95.27,117.18,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mic1"
"MS39","MACSIA","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,165,17.184,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"M.sia1"
"MS40","MACSIA","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,170,27.594,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"M.sia1"
"MS41","MACSIA","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,180,30.057,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"M.sia1"
"MS42","MACSIA","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,190,30.668,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"M.sia1"
"MS43","MACSIA","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,190,28.034,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"M.sia1"
"MS44","MACSIA","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,210,50.234,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"M.sia1"
"MS45","MACSIA","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,215,46.509,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"M.sia1"
"MS46","MACSIA","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,215,39.264,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"M.sia1"
"MS47","MACSIA","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,220,38.968,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"M.sia1"
"MS48","MACSIA","vert","Wet","12","6",2018,"SRS","AHSC","Pond","EFISH",NA,230,56.601,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"M.sia1"
"AB17","ALGBAL","om","Wet","12","13",2018,"SRS","AHWG16","Marsh","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","N","N","N","N","N","N","","",NA,NA
"AP28","AMPHIPOD","invert","Wet","11","15",2018,"SRS","AHWG16","Marsh","FR",NA,NA,0.036,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",20,NA
"AP29","AMPHIPOD","invert","Wet","11","15",2018,"SRS","AHWG16","Marsh","FR",NA,NA,0.046,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",19,NA
"AP30","AMPHIPOD","invert","Wet","11","15",2018,"SRS","AHWG16","Marsh","FR",NA,NA,0.042,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",19,NA
"AP31","AMPHIPOD","invert","Wet","11","15",2018,"SRS","AHWG16","Marsh","FR",NA,NA,0.053,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",19,NA
"AP32","AMPHIPOD","invert","Wet","11","15",2018,"SRS","AHWG16","Marsh","FR",NA,NA,0.038,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",19,NA
"AP33","AMPHIPOD","invert","Wet","11","15",2018,"SRS","AHWG16","Marsh","FR",NA,NA,0.037,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",19,NA
"AP81","AMPHIPOD","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","FR",NA,NA,0.006,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"AP82","AMPHIPOD","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","1",NA,0.031,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",6,NA
"AP83","AMPHIPOD","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","2",NA,0.009,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",4,NA
"AP84","AMPHIPOD","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","3",NA,0.021,NA,NA,"44 PALPAL, 6 PELFEM IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",4,NA
"Mi337","AMPHIPOD","zooplankton","Wet","12","15",2018,"SRS","AHWG16","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,34,NA
"AY01","APHSAY","vert","Wet","12","18",2018,"SRS","AHWG16","Marsh","DF",NA,62.76,7.009,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"A.say1"
"P13","BACCAR","om","Wet","12","13",2018,"SRS","AHWG16","Marsh","FR",NA,NA,NA,NA,NA,"","N",6.753,"11.372","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"BS17","BELSPP","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","1",NA,0.344,NA,NA,"30 PALPAL IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"BS18","BELSPP","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","3",NA,0.124,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"Mi331","BLUE MITE","zooplankton","Wet","12","15",2018,"SRS","AHWG16","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,23,NA
"BG39","BRAGRA","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","3",NA,0.182,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"CS228","CELSPP","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","1",NA,0.018,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"CS229","CELSPP","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","2",NA,0.436,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",4,NA
"CS230","CELSPP","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","2",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CS231","CELSPP","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","2",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CS232","CELSPP","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","2",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CS233","CELSPP","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","3",NA,0.145,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",2,NA
"CS234","CELSPP","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CS235","CELSPP","invert","Wet","12","18",2018,"SRS","AHWG16","Marsh","DF",NA,NA,0.018,NA,NA,"8 PALPAL, I PELFEM IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"Mi333","CHIRON","zooplankton","Wet","12","15",2018,"SRS","AHWG16","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,29,NA
"CU17","CICURO","vert","Wet","12","18",2018,"SRS","AHWG16","Marsh","EFISH",NA,130.88,107.07,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro2"
"CU18","CICURO","vert","Wet","12","18",2018,"SRS","AHWG16","Marsh","EFISH",NA,63.15,11.61,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro1"
"CU19","CICURO","vert","Wet","12","18",2018,"SRS","AHWG16","Marsh","EFISH",NA,57.91,8.063,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro1"
"CU20","CICURO","vert","Wet","12","17",2018,"SRS","AHWG16","Marsh","EFISH",NA,186,250,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro2"
"CU21","CICURO","vert","Wet","12","17",2018,"SRS","AHWG16","Marsh","EFISH",NA,166,150,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro2"
"CU29","CICURO","vert","Wet","12","17",2018,"SRS","AHWG16","Marsh","EFISH",NA,106.26,53.048,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro1"
"CU38","CICURO","vert","Wet","11","15",2018,"SRS","AHWG16","Marsh","TT","1",71.62,16.036,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro1"
"Mi336","CLADOCERA","zooplankton","Wet","12","15",2018,"SRS","AHWG16","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,12,NA
"P09","CLAJAM","om","Wet","12","13",2018,"SRS","AHWG16","Marsh","FR",NA,NA,NA,NA,NA,"","Y",6.782,"11.01","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"CN129","COENAG","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","1",NA,0.028,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"CN130","COENAG","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","3",NA,0.096,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",3,NA
"CN131","COENAG","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CN132","COENAG","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CE92","COLEOA","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","1",NA,0.016,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",3,NA
"CE93","COLEOA","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CE94","COLEOA","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"Mi329","COPEPOD","zooplankton","Wet","12","15",2018,"SRS","AHWG16","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,57,NA
"CX23","CORIXI","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","1",NA,NA,NA,NA,"TOO SMALL TO WEIGH",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"CX24","CORIXI","invert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","3",NA,0.002,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"Mi332","DIPTERA","zooplankton","Wet","12","15",2018,"SRS","AHWG16","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,1,NA
"EE20","ELAEVE","vert","Wet","11","15",2018,"SRS","AHWG16","Marsh","TT","1",15.24,0.119,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.eve1"
"EE21","ELAEVE","vert","Wet","11","15",2018,"SRS","AHWG16","Marsh","TT","1",12.43,0.084,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.eve1"
"EE22","ELAEVE","vert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","2",16.14,0.134,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.eve1"
"EE23","ELAEVE","vert","Wet","12","13",2018,"SRS","AHWG16","Marsh","TT","2",15.45,0.099,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.eve1"
"EE24","ELAEVE","vert","Wet","12","18",2018,"SRS","AHWG16","Marsh","DF",NA,16.61,0.121,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.eve1"
"P10","ELECEL","om","Wet","12","13",2018,"SRS","AHWG16","Marsh","FR",NA,NA,NA,NA,NA,"","Y",6.626,"8.401","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"P14","ELEELO","om","Wet","12","13",2018,"SRS","AHWG16","Marsh","FR",NA,NA,NA,NA,NA,"","N",6.567,"8.131","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
