"","size_class","Invasion_Status","Habitat","Season","Length","Wet_Weight","X","Amphipoda","Araneae","Argulus","Belo.Naucor","Centrarchid","Chironomid","Cladocera","Coleoptera","Collembola","Copepoda","Cyprinodontid","Detritus","Diptera","Ephemeroptera","Green.Algae","Hemiptera","Hydrachnidia","Hymenoptera","Misc","Misc.Fish","Misc.Invert","Mollusca","Odonata","Oligochaeta","Ostracoda","Palaemonetes","Periphyton","Procambarus","Trichoptera","Vasc.Plant"
"...904","G_hol1","Pre-Invasion","Pond","Dry",15,0.0595,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...905","G_hol1","Pre-Invasion","Pond","Dry",15.5,0.0494,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"...906","G_hol1","Pre-Invasion","Pond","Dry",16.5,0.0744,NA,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...907","G_hol1","Pre-Invasion","Pond","Dry",12.5,0.0275,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...908","G_hol1","Pre-Invasion","Pond","Dry",13.5,0.0362,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"...909","G_hol1","Pre-Invasion","Pond","Dry",14,0.0387,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...910","G_hol1","Pre-Invasion","Pond","Dry",15,0.062,NA,0,0,0,0,0,0,2,0,0,0,0,0.1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"...911","G_hol1","Pre-Invasion","Pond","Dry",14.5,0.0478,NA,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"...912","G_hol1","Pre-Invasion","Pond","Dry",16.5,0.07,NA,1,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"...913","G_hol1","Pre-Invasion","Pond","Dry",14,0.0428,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...914","G_hol1","Pre-Invasion","Pond","Dry",15,0.0628,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"...915","G_hol1","Pre-Invasion","Pond","Dry",14.5,0.045,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"...916","G_hol1","Pre-Invasion","Pond","Dry",17,0.0944,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...917","G_hol1","Pre-Invasion","Pond","Dry",17,0.09,NA,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...918","G_hol1","Pre-Invasion","Pond","Dry",13,0.0387,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...919","G_hol1","Pre-Invasion","Pond","Dry",14.5,0.05,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"...920","G_hol1","Pre-Invasion","Pond","Dry",15.5,0.0525,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"...921","G_hol1","Pre-Invasion","Pond","Dry",16.5,0.0769,NA,0,0,0,0,0,1,0,0,1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"...922","G_hol1","Pre-Invasion","Pond","Dry",14.5,0.05,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"...923","G_hol1","Pre-Invasion","Pond","Dry",13,0.0388,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"...924","G_hol1","Pre-Invasion","Pond","Dry",16,0.0689,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"...925","G_hol1","Pre-Invasion","Pond","Dry",14,0.0462,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"...926","G_hol1","Pre-Invasion","Spikerush","Dry",14,0.0589,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...927","G_hol1","Pre-Invasion","Spikerush","Dry",13.8,0.0427,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...928","G_hol1","Pre-Invasion","Spikerush","Dry",11.2,0.0235,NA,0,0,0,0,0,0,46,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"...929","G_hol1","Pre-Invasion","Spikerush","Dry",10.5,0.0352,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0.1,0,0,0
"...930","G_hol1","Pre-Invasion","Spikerush","Dry",12.2,0.0318,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.1,0,0,0
"...931","G_hol1","Pre-Invasion","Spikerush","Dry",14.6,0.0572,NA,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...932","G_hol1","Pre-Invasion","Spikerush","Dry",16.5,0.0679,NA,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...933","G_hol1","Pre-Invasion","Spikerush","Dry",16.5,0.0733,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0
"...934","G_hol1","Pre-Invasion","Spikerush","Dry",14.7,0.0564,NA,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...935","G_hol1","Pre-Invasion","Spikerush","Dry",16.7,0.0647,NA,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...936","G_hol1","Pre-Invasion","Spikerush","Dry",17,0.0745,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.1,0,0,0
"...937","G_hol1","Pre-Invasion","Spikerush","Dry",14.9,0.0556,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"...938","G_hol1","Pre-Invasion","Spikerush","Dry",14.3,0.045,NA,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"...939","G_hol1","Pre-Invasion","Spikerush","Dry",12.8,0.0352,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0.1,0,0,0
"...940","G_hol1","Pre-Invasion","Spikerush","Dry",11.2,0.0283,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0
"...941","G_hol1","Pre-Invasion","Spikerush","Dry",11.8,0.0305,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0.1,0,0,0
"...942","G_hol1","Pre-Invasion","Spikerush","Dry",13.2,0.04,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...943","G_hol1","Pre-Invasion","Spikerush","Dry",14.1,0.0538,NA,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"...944","G_hol1","Pre-Invasion","Spikerush","Dry",15.9,0.0688,NA,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...945","G_hol1","Pre-Invasion","Spikerush","Dry",13.9,0.0423,NA,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.1,0,0,0
"...946","G_hol1","Pre-Invasion","Spikerush","Dry",16,0.0626,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...947","G_hol1","Pre-Invasion","Spikerush","Dry",14.8,0.0553,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.1,0,0,0
"...948","G_hol1","Pre-Invasion","Spikerush","Dry",17,0.0762,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...949","G_hol2","Pre-Invasion","Pond","Wet",19.5,0.11,NA,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"...950","G_hol2","Pre-Invasion","Pond","Wet",32,0.66,NA,0,0,0,0,0,0,4,1,1,0,0,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"...951","G_hol2","Pre-Invasion","Pond","Wet",23,0.2,NA,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1
"...952","G_hol2","Pre-Invasion","Pond","Wet",20.5,0.12,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...953","G_hol2","Pre-Invasion","Pond","Wet",19,0.1,NA,0,1,0,0,0,0,0,0,10,0,0,0.1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...954","G_hol2","Pre-Invasion","Pond","Wet",18,0.11,NA,0,0,0,0,0,1,0,0,3,0,0,0.1,4,0,0.1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"...955","G_hol2","Pre-Invasion","Pond","Wet",20,0.12,NA,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...956","G_hol2","Pre-Invasion","Pond","Wet",20,0.13,NA,0,1,0,0,0,0,0,0,1,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...957","G_hol2","Pre-Invasion","Pond","Wet",24,0.23,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"...958","G_hol2","Pre-Invasion","Pond","Wet",19,0.11,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...959","G_hol2","Pre-Invasion","Pond","Wet",28.5,0.33,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"...960","G_hol2","Pre-Invasion","Pond","Wet",25.5,0.31,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...961","G_hol2","Pre-Invasion","Pond","Wet",23.5,0.19,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...962","G_hol2","Pre-Invasion","Pond","Wet",24.5,0.22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"...963","G_hol2","Pre-Invasion","Pond","Wet",23.5,0.22,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"...964","G_hol2","Pre-Invasion","Pond","Wet",21,0.17,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1
"...965","G_hol2","Pre-Invasion","Pond","Wet",19,0.12,NA,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...966","G_hol2","Pre-Invasion","Pond","Wet",20.5,0.13,NA,1,0,0,0,0,0,5,0,0,25,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...967","G_hol2","Pre-Invasion","Pond","Wet",30.5,0.51,NA,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"...968","G_hol2","Pre-Invasion","Pond","Wet",20.5,0.13,NA,0,0,0,0,0,0,2,0,0,7,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"...969","G_hol2","Pre-Invasion","Pond","Wet",19,0.1,NA,0,0,0,0,0,0,2,0,3,6,0,0.1,0,0,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"...970","G_hol2","Pre-Invasion","Pond","Wet",22,0.28,NA,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...971","G_hol2","Pre-Invasion","Pond","Wet",33,0.61,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...972","G_hol2","Pre-Invasion","Pond","Wet",31,0.53,NA,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...973","G_hol2","Pre-Invasion","Pond","Wet",29,0.39,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...974","G_hol2","Pre-Invasion","Spikerush","Wet",27,0.31,NA,0,0,0,0,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0
"...975","G_hol2","Pre-Invasion","Spikerush","Wet",25,0.25,NA,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...976","G_hol2","Pre-Invasion","Spikerush","Wet",21.5,0.14,NA,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"...977","G_hol2","Pre-Invasion","Spikerush","Wet",19.5,0.13,NA,0,1,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"...978","G_hol2","Pre-Invasion","Spikerush","Wet",21.5,0.16,NA,0,1,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0.1,0,0,0
"...979","G_hol2","Pre-Invasion","Spikerush","Wet",25.5,0.26,NA,1,0,0,0,0,2,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...980","G_hol2","Pre-Invasion","Spikerush","Wet",26.5,0.14,NA,1,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...981","G_hol2","Pre-Invasion","Spikerush","Wet",21,0.19,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...982","G_hol2","Pre-Invasion","Spikerush","Wet",23.5,0.23,NA,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...983","G_hol2","Pre-Invasion","Spikerush","Wet",23,0.11,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"...984","G_hol2","Pre-Invasion","Spikerush","Wet",18.5,0.11,NA,0,0,0,0,0,19,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...985","G_hol2","Pre-Invasion","Spikerush","Wet",25.5,0.29,NA,0,0,0,0,0,11,9,1,0,3,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0.1,0,0,0
"...986","G_hol2","Pre-Invasion","Spikerush","Wet",24,0.21,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0
"...987","G_hol2","Pre-Invasion","Spikerush","Wet",28,0.44,NA,1,1,0,0,0,3,2,0,0,0,0,0,1,0,0,2,0,0,1,26,0,0,0,0,0,0,0.1,0,0,0
"...988","G_hol2","Pre-Invasion","Spikerush","Wet",22.5,0.23,NA,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0
"...989","G_hol2","Pre-Invasion","Spikerush","Wet",17.5,0.07,NA,0,0,0,0,0,3,6,0,2,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"...990","G_hol2","Pre-Invasion","Spikerush","Wet",20,0.13,NA,1,1,0,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...991","G_hol2","Pre-Invasion","Spikerush","Wet",17.5,0.07,NA,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...992","G_hol2","Pre-Invasion","Spikerush","Wet",18.5,0.09,NA,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...993","G_hol2","Pre-Invasion","Spikerush","Wet",19,0.11,NA,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...994","G_hol2","Pre-Invasion","Spikerush","Wet",18,0.07,NA,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0.1,0,0,0
"...995","G_hol2","Pre-Invasion","Spikerush","Wet",20.5,0.13,NA,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0,0,0
"...996","G_hol2","Pre-Invasion","Spikerush","Wet",24.5,0.24,NA,1,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0,0,0
"...997","G_hol2","Pre-Invasion","Spikerush","Wet",20,0.12,NA,0,0,0,0,0,3,7,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0,0,0
"...998","G_hol2","Pre-Invasion","Spikerush","Wet",22,0.18,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...999","G_hol2","Pre-Invasion","Spikerush","Wet",28.5,0.46,NA,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0.1,0,0,0
"...1000","G_hol2","Pre-Invasion","Pond","Dry",19,0.106,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"...1001","G_hol2","Pre-Invasion","Pond","Dry",19,0.1058,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
"...1002","G_hol2","Pre-Invasion","Pond","Dry",18,0.0812,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"...1003","G_hol2","Pre-Invasion","Pond","Dry",18,0.1109,NA,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"...1004","G_hol2","Pre-Invasion","Pond","Dry",17.5,0.0823,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"...1005","G_hol2","Pre-Invasion","Pond","Dry",19.5,0.1025,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1006","G_hol2","Pre-Invasion","Pond","Dry",20,0.1304,NA,0,0,0,0,0,0,2,0,0,0,0,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"...1007","G_hol2","Pre-Invasion","Pond","Dry",19,0.098,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"...1008","G_hol2","Pre-Invasion","Pond","Dry",19,0.134,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"...1009","G_hol2","Pre-Invasion","Pond","Dry",20,0.1227,NA,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0,0.1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"...1010","G_hol2","Pre-Invasion","Pond","Dry",23.5,0.2407,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"...1011","G_hol2","Pre-Invasion","Pond","Dry",25,0.2377,NA,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"...1012","G_hol2","Pre-Invasion","Pond","Dry",20,0.1486,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1013","G_hol2","Pre-Invasion","Pond","Dry",22,0.2034,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1014","G_hol2","Pre-Invasion","Pond","Dry",22.5,0.1761,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1015","G_hol2","Pre-Invasion","Pond","Dry",21,0.1531,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0
"...1016","G_hol2","Pre-Invasion","Pond","Dry",23,0.217,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1017","G_hol2","Pre-Invasion","Pond","Dry",25,0.3184,NA,0,0,0,0,0,1,0,0,0,0,0,0.1,1,0,0.1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"...1018","G_hol2","Pre-Invasion","Pond","Dry",21,0.1314,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"...1019","G_hol2","Pre-Invasion","Pond","Dry",21,0.1287,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"...1020","G_hol2","Pre-Invasion","Pond","Dry",25,0.3095,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"...1021","G_hol2","Pre-Invasion","Pond","Dry",22,0.2055,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1022","G_hol2","Pre-Invasion","Pond","Dry",28,0.2982,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"...1023","G_hol2","Pre-Invasion","Pond","Dry",39,0.9269,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"...1024","G_hol2","Pre-Invasion","Spikerush","Dry",20.7,0.1384,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1025","G_hol2","Pre-Invasion","Spikerush","Dry",18.6,0.1035,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1026","G_hol2","Pre-Invasion","Spikerush","Dry",19,0.0938,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1027","G_hol2","Pre-Invasion","Spikerush","Dry",17.3,0.0722,NA,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1028","G_hol2","Pre-Invasion","Spikerush","Dry",18.8,0.0836,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0
"...1029","G_hol2","Pre-Invasion","Spikerush","Dry",17.3,0.0754,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1030","G_hol2","Pre-Invasion","Spikerush","Dry",20,0.1389,NA,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1031","G_hol2","Pre-Invasion","Spikerush","Dry",21.7,0.1236,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"...1032","G_hol2","Pre-Invasion","Spikerush","Dry",18.1,0.0743,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1033","G_hol2","Pre-Invasion","Spikerush","Dry",21.8,0.0988,NA,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1034","G_hol2","Pre-Invasion","Spikerush","Dry",18.9,0.0857,NA,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1035","G_hol2","Pre-Invasion","Spikerush","Dry",21.1,0.1332,NA,0,0,0,0,0,6,5,0,0,1,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0
"...1036","G_hol2","Pre-Invasion","Spikerush","Dry",21.5,0.1453,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0
"...1037","G_hol2","Pre-Invasion","Spikerush","Dry",20.9,0.1261,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0
"...1038","G_hol2","Pre-Invasion","Spikerush","Dry",22.8,0.1859,NA,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1039","G_hol2","Pre-Invasion","Spikerush","Dry",20.3,0.1224,NA,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
